Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2011,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,99,76,2.0115,264.5
2012,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,5,76,2.0125,194.6
2013,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,,76,2.0135,255.65
2014,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,266,76,2.0145,316.7
2015,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,295,76,2.0155,382.7
2016,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,161,76,2.0165,448.7
2017,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,89,76,2.0175,371.95
2018,winter,2,Tasmanian Northern Slopes,Temperate broadleaf and mixed forests,255,76,2.0185,295.2
2000,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,818,77,2.00025,279.3
2001,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,1392,77,2.00125,199.85
2002,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,35,77,2.00225,120.4
2003,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,346,77,2.00325,94.45
2004,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,161,77,2.00425,68.5
2005,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,71,77,2.00525,55.95
2006,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,36,77,2.00625,43.4
2007,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,185,77,2.00725,63.1
2008,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,170,77,2.00825,82.8
2009,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,68,77,2.00925,119.35
2010,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,233,77,2.01025,155.9
2011,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,36,77,2.01125,231
2012,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,116,77,2.01225,306.1
2013,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,29,77,2.01325,279
2014,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,2670,77,2.01425,251.9
2015,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,1969,77,2.01525,191.35
2016,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,2797,77,2.01625,130.8
2017,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,3964,77,2.01725,94.45
2018,autumn,1,Tasmanian South East,Temperate broadleaf and mixed forests,4361,77,2.01825,58.1
2000,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,686,77,2.00075,253.4
2001,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,187,77,2.00175,148.6
2002,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,12,77,2.00275,43.8
2003,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,28,77,2.00375,151.9
2004,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,6,77,2.00475,260
2005,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,55,77,2.00575,170.6
2006,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,81,77,2.00675,81.2
2007,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,20,77,2.00775,184.95
2008,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,99,77,2.00875,288.7
2009,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,113,77,2.00975,263.5
2010,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,101,77,2.01075,238.3
2011,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,141,77,2.01175,185.3
2012,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,157,77,2.01275,132.3
2013,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,241,77,2.01375,120.4
2014,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,1753,77,2.01475,108.5
2015,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,2007,77,2.01575,177.4
2016,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,1742,77,2.01675,246.3
2017,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,4400,77,2.01775,228.7
2018,spring,3,Tasmanian South East,Temperate broadleaf and mixed forests,3857,77,2.01875,211.1
2000,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,2891,77,2,150.4
2001,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,1598,77,2.001,178.5
2002,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,604,77,2.002,206.6
2003,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,391,77,2.003,176.9
2004,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,94,77,2.004,147.2
2005,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,772,77,2.005,176.85
2006,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,27,77,2.006,206.5
2007,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,98,77,2.007,249.5
2008,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,85,77,2.008,292.5
2009,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,109,77,2.009,295.2
2010,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,174,77,2.01,297.9
2011,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,70,77,2.011,344.35
2012,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,233,77,2.012,390.8
2013,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,240,77,2.013,254.35
2014,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,1332,77,2.014,117.9
2015,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,2606,77,2.015,129.95
2016,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,3088,77,2.016,142
2017,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,4406,77,2.017,176.6
2018,summer,0,Tasmanian South East,Temperate broadleaf and mixed forests,4321,77,2.018,211.2
2000,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,700,77,2.0005,155.1
2001,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,851,77,2.0015,139.45
2002,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,63,77,2.0025,123.8
2003,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,80,77,2.0035,119.9
2004,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,109,77,2.0045,116
2005,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,27,77,2.0055,127.4
2006,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,100,77,2.0065,138.8
2007,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,21,77,2.0075,148.75
2008,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,134,77,2.0085,158.7
2009,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,14,77,2.0095,186.8
2010,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,74,77,2.0105,214.9
2011,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,48,77,2.0115,192.85
2012,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,59,77,2.0125,170.8
2013,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,12,77,2.0135,198.05
2014,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,1618,77,2.0145,225.3
2015,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,1459,77,2.0155,309.45
2016,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,1239,77,2.0165,393.6
2017,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,4613,77,2.0175,261.15
2018,winter,2,Tasmanian South East,Temperate broadleaf and mixed forests,2416,77,2.0185,128.7
2000,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,55,78,2.00025,259.8
2001,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,46,78,2.00125,192.25
2002,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,3,78,2.00225,124.7
2003,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00325,187.95
2004,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00425,251.2
2005,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00525,268.9
2006,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00625,286.6
2007,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00725,214.5
2008,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00825,142.4
2009,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00925,178.25
2010,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,16,78,2.01025,214.1
2011,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.01125,267.85
2012,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,30,78,2.01225,321.6
2013,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,17,78,2.01325,279.7
2014,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,61,78,2.01425,237.8
2015,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,75,78,2.01525,288.1
2016,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,11,78,2.01625,338.4
2017,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,8,78,2.01725,338.2
2018,autumn,1,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,32,78,2.01825,338
2000,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,10,78,2.00075,379.5
2001,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,6,78,2.00175,417.95
2002,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00275,456.4
2003,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00375,374.85
2004,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00475,293.3
2005,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00575,316.25
2006,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.00675,339.2
2007,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,3,78,2.00775,333.65
2008,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,2,78,2.00875,328.1
2009,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,19,78,2.00975,349.5
2010,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.01075,370.9
2011,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,2,78,2.01175,319.9
2012,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,83,78,2.01275,268.9
2013,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,7,78,2.01375,251.35
2014,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,9,78,2.01475,233.8
2015,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,30,78,2.01575,326.7
2016,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,32,78,2.01675,419.6
2017,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,58,78,2.01775,320
2018,spring,3,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,28,78,2.01875,220.4
2000,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,44,78,2,169.5
2001,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,12,78,2.001,193.1
2002,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,1,78,2.002,216.7
2003,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.003,238.45
2004,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,2,78,2.004,260.2
2005,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.005,291
2006,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.006,321.8
2007,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.007,256.8
2008,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,11,78,2.008,191.8
2009,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.009,165
2010,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,20,78,2.01,138.2
2011,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.011,138.75
2012,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,258,78,2.012,139.3
2013,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,14,78,2.013,178.3
2014,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,43,78,2.014,217.3
2015,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,7,78,2.015,186.05
2016,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,54,78,2.016,154.8
2017,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,400,78,2.017,181.7
2018,summer,0,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,136,78,2.018,208.6
2000,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,10,78,2.0005,260.2
2001,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,15,78,2.0015,397.45
2002,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,5,78,2.0025,534.7
2003,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0035,516.2
2004,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,2,78,2.0045,497.7
2005,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0055,350.75
2006,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,22,78,2.0065,203.8
2007,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0075,241
2008,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0085,278.2
2009,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0095,265.9
2010,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,,78,2.0105,253.6
2011,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,1,78,2.0115,277.55
2012,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,8,78,2.0125,301.5
2013,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,15,78,2.0135,298.5
2014,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,8,78,2.0145,295.5
2015,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,12,78,2.0155,416.9
2016,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,14,78,2.0165,538.3
2017,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,154,78,2.0175,503.4
2018,winter,2,Tasmanian Southern Ranges,Temperate broadleaf and mixed forests,6,78,2.0185,468.5
2000,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00025,169.4
2001,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00125,126.9
2002,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00225,84.4
2003,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,1,79,2.00325,95.6
2004,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.00425,106.8
2005,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,110,79,2.00525,106.6
2006,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,1,79,2.00625,106.4
2007,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00725,112.3
2008,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00825,118.2
2009,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00925,123.2
2010,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01025,128.2
2011,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01125,141.4
2012,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,40,79,2.01225,154.6
2013,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01325,131.8
2014,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,9,79,2.01425,109
2015,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01525,121.3
2016,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,18,79,2.01625,133.6
2017,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01725,115.9
2018,autumn,1,Tasmanian West,Temperate broadleaf and mixed forests,1,79,2.01825,98.2
2000,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,18,79,2.00075,134.4
2001,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.00175,106.8
2002,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00275,79.2
2003,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00375,93.5
2004,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00475,107.8
2005,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00575,78.7
2006,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.00675,49.6
2007,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,3,79,2.00775,43.6
2008,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.00875,37.6
2009,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.00975,80.2
2010,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01075,122.8
2011,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01175,88.3
2012,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01275,53.8
2013,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,3,79,2.01375,57
2014,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01475,60.2
2015,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01575,139.8
2016,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01675,219.4
2017,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,5,79,2.01775,147.4
2018,spring,3,Tasmanian West,Temperate broadleaf and mixed forests,10,79,2.01875,75.4
2000,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2,76.4
2001,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,70,79,2.001,55.1
2002,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.002,33.8
2003,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.003,38
2004,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.004,42.2
2005,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.005,63.9
2006,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.006,85.6
2007,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,20,79,2.007,61.05
2008,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.008,36.5
2009,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.009,34.95
2010,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.01,33.4
2011,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.011,40.3
2012,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.012,47.2
2013,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.013,86.1
2014,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.014,125
2015,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,22,79,2.015,98.8
2016,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,11,79,2.016,72.6
2017,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,35,79,2.017,55.75
2018,summer,0,Tasmanian West,Temperate broadleaf and mixed forests,74,79,2.018,38.9
2000,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,4,79,2.0005,190.2
2001,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0015,174.4
2002,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0025,158.6
2003,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0035,205.5
2004,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0045,252.4
2005,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0055,155.5
2006,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,2,79,2.0065,58.6
2007,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0075,106.9
2008,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0085,155.2
2009,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0095,182.6
2010,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0105,210
2011,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0115,222.6
2012,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0125,235.2
2013,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0135,217.6
2014,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0145,200
2015,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0155,218.5
2016,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0165,237
2017,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0175,207.05
2018,winter,2,Tasmanian West,Temperate broadleaf and mixed forests,,79,2.0185,177.1
2000,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00025,448.3
2001,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00125,313.35
2002,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00225,178.4
2003,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00325,435.5
2004,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00425,692.6
2005,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00525,515.4
2006,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00625,338.2
2007,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00725,284.6
2008,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00825,231
2009,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00925,240
2010,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01025,249
2011,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01125,223.8
2012,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01225,198.6
2013,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01325,230.9
2014,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01425,263.2
2015,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01525,202
2016,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01625,140.8
2017,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01725,253.5
2018,autumn,1,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",2,80,2.01825,366.2
2000,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00075,104
2001,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00175,64
2002,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00275,24
2003,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00375,30.6
2004,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00475,37.2
2005,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00575,19
2006,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00675,0.8
2007,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00775,15
2008,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00875,29.2
2009,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.00975,100.3
2010,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01075,171.4
2011,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",119,80,2.01175,85.7
2012,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01275,186
2013,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01375,2.1
2014,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01475,4.2
2015,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",5,80,2.01575,48.4
2016,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",2,80,2.01675,92.6
2017,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01775,72
2018,spring,3,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",50,80,2.01875,51.4
2000,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2,873.4
2001,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.001,578.7
2002,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.002,284
2003,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.003,454.85
2004,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.004,625.7
2005,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.005,564.25
2006,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.006,502.8
2007,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.007,523.8
2008,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.008,544.8
2009,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.009,638.7
2010,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.01,732.6
2011,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.011,717.6
2012,summer,0,Tiwi Cobourg,"Tropical and subtropical grasslands, savannas, and shrublands",,80,2.012,702.6
